"awb_master","lacre","awb","nota_fiscal","pedido","cidade","status_completo","status_atual"
"20449282","CA20449282","CONE237202817TX","6859865","6859865","Votorantim","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20454050","SOD1003248950","TXAS734700503tx","4915497","152071262-1","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20451127","SOD1004109991","TXAS734700008tx","688","1000002406","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20453140","SOD1004110031","TXAS734703721tx","2710044","1001007546746","Votorantim","EM ROTA (CAF: 20086377) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS734705965tx","6281872","6190736","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS734703473tx","6283600","6191381","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734706419tx","6281461","6191878","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734707169tx","6284274","6194679","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734707599tx","6285659","6191080","Votorantim","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734708720tx","6285607","6191400","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS734708506tx","6282663","6194554","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734709348tx","6286798","6195221","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20454741","SOD1004127411","TXAS734710718tx","6286478","6196457","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734710387tx","6287727","6197323","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20454741","SOD1004127411","TXAS734714231tx","26401","47103822","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20455289","SOD1004135921","TXAS734717069tx","4435071","ET003878353BR","Votorantim","EM ROTA (CAF: 20086377) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","WEPI105010193tx","12750776","VTX-32461493","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20449420","A20449420","TXAS734717697tx","4435491","ET003879416BR","Sorocaba","ENTREGA REALIZADA (mobile) VITORIA RIBEIRO","ENTREGA REALIZADA"
"20452712","SOD1004127421","WEPI105010334tx","579663","SLV-2789398","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20455289","SOD1004135921","TXAS734714728tx","4435741","ET003883781BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20455289","SOD1004135921","TXAS734717424tx","4435896","ET003884654BR","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20453453","SOD1003229440","TXAS734715097tx","4915544","152071158-3","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","WEPI105011183tx","579685","SLV-2796872","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","WEPI105011191tx","579686","SLV-2784760","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20453453","SOD1003229440","TXAS734728272tx","4915344","152072391-1","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS734744873tx","1246988","33607365","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","WEPI105013122tx","579738","SLV-2724260","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734752215tx","73838","MI-VF9973838","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20448837","CA20448837","CONE237121645TX","6857719","6857719","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","WEPI105014351tx","579772","SLV-2760495","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448808","CA20448808","CONE237094545TX","6858389","6858389","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237068077TX","6858741","6858741","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20449282","CA20449282","CONE237256292TX","6858783","6858783","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237068135TX","6858814","6858814","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20454015","SOD1003229450","TXAS734756513tx","4914820","152055571-1","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237068358TX","6858979","6858979","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237068390TX","6859005","6859005","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20455289","SOD1004135921","AMZB774077011tx","68031","B299FcfkK","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448808","CA20448808","CONE237094453TX","6859579","6859579","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237094834TX","6859629","6859629","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237148374TX","6859692","6859692","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","WEPI105015143tx","579793","SLV-2780228","Mairinque","PROCESSO DE ENTREGA","NA RUA"
"20452712","SOD1004127421","WEPI105015267tx","579795","SLV-2726332","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20452712","SOD1004127421","WEPI105015341tx","579799","SLV-2775111","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS734757347tx","449804","151989224-1","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448500","SOD1004110011","TXAS734761166tx","3883518","3883518","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20452329","SOD1004110021","TXAS734797798tx","357","16293","Araçariguama","PROCESSO DE ENTREGA","NA RUA"
"20452712","SOD1004127421","WEPI105018774tx","579363","SLV-2749009","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","WEPI105019590tx","579893","SLV-2733634","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237041009TX","6857578","6857578","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448808","CA20448808","CONE237066949TX","6857868","6857868","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237067376TX","6858216","6858216","Sorocaba","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448808","CA20448808","CONE237122163TX","6858309","6858309","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448808","CA20448808","CONE237067533TX","6858328","6858328","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237122221TX","6858349","6858349","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448808","CA20448808","CONE237067624TX","6858406","6858406","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448808","CA20448808","CONE237147665TX","6858495","6858495","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20448808","CA20448808","CONE237067814TX","6858567","6858567","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237041421TX","6858545","6858545","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237066899TX","6858740","6858740","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237067525TX","6859147","6859147","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448808","CA20448808","CONE237067848TX","6859323","6859323","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237094784TX","6859802","6859802","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237121546TX","6859967","6859967","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448808","CA20448808","CONE237121405TX","6859966","6859966","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448808","CA20448808","CONE237121363TX","6859970","6859970","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448808","CA20448808","CONE237121694TX","6859990","6859990","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448808","CA20448808","CONE237122320TX","6860027","6860027","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","WEPI105020424tx","579911","SLV-2762719","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452329","SOD1004110021","TXAS734812696tx","7983","260395","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS734814189tx","6245360","6157217","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734818537tx","6286078","6178145","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734819816tx","6285713","6193852","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20452712","SOD1004127421","TXAS734819246tx","6279864","6189392","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734821481tx","6282579","6192220","Pilar Do Sul","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734821309tx","6282505","6194936","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS734819998tx","6286996","6196173","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734822489tx","6288685","6196927","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734832439tx","5583","15827554297","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","WEPI105023139tx","12751270","VTX-32466079","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","WEPI105023907tx","579995","SLV-2701395","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448837","CA20448837","CONE237147616TX","6859763","6859763","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237068564TX","6857857","6857857","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237094776TX","6858546","6858546","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237147905TX","6858638","6858638","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448837","CA20448837","CONE237147988TX","6858755","6858755","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448837","CA20448837","CONE237148069TX","6858809","6858809","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448837","CA20448837","CONE237148341TX","6859009","6859009","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448837","CA20448837","CONE237148242TX","6858997","6858997","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20448837","CA20448837","CONE237148432TX","6859068","6859068","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448837","CA20448837","CONE237255096TX","6859276","6859276","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237174818TX","6859580","6859580","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237174909TX","6859569","6859569","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237174859TX","6859582","6859582","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448837","CA20448837","CONE237174990TX","6859612","6859612","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20455289","SOD1004135921","TXAS734841430tx","8034","3049698737378264161","Araçariguama","PROCESSO DE ENTREGA","NA RUA"
"20448500","SOD1004110011","TXAS734846728tx","374354","3049705895628867324","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20452712","SOD1004127421","WEPI105026900tx","580061","SLV-2793934","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","WEPI105026967tx","12751387","APP_696794","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20452712","SOD1004127421","WEPI105028013tx","580084","SLV-2794030","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","WEPI105028211tx","580091","SLV-2746127","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20451939","SOD1004110001","TXAS734873961tx","14886","144950224","Ibiúna","EM ROTA (CAF: 20084735) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","WEPI105029375tx","580118","SLV-2762321","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237255385TX","6858994","6858994","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237256094TX","6859404","6859404","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237282777TX","6860109","6860109","Votorantim","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452329","SOD1004110021","TXAS734881907tx","694070","00069407","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237283098TX","6860153","6860153","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237283221TX","6860176","6860176","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237282124TX","6860198","6860198","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452329","SOD1004110021","TXAS734883143tx","693990","00069399","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237283395TX","6860197","6860197","Mairinque","PROCESSO DE ENTREGA","NA RUA"
"20452712","SOD1004127421","WEPI105030332tx","12751487","VTX-32391924","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20455289","SOD1004135921","AMZB774144997tx","4106","BFxBx1CTK","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS734893134tx","42502","SLR-v5069366off-02","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","WEPI105031827tx","580151","SLV-2790056","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","WEPI105032007tx","580154","SLV-2734620","Votorantim","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","WEPI105032171tx","580157","SLV-2734772","Ibiúna","EM ROTA (CAF: 20084735) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","WEPI105032429tx","580163","SLV-2774999","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448500","SOD1004110011","TXAS734899131tx","3883710","3883710","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237256235TX","6859541","6859541","Alumínio","EM ROTA (CAF: 20084481) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448837","CA20448837","CONE237256318TX","6859659","6859659","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237256417TX","6859823","6859823","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","CONE237282686TX","6860661","6860661","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS734907967tx","261154","00026115","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448500","SOD1004110011","TXAS734907983tx","261155","00026115","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS734910128tx","32474","120964302","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448500","SOD1004110011","AMZB773581270tx","6854","CycBNJ96c","Sorocaba","NUMERO INDICADO NAO LOCALIZADO (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20448500","SOD1004110011","AMZB773604094tx","6855","CMcWNx96c","Sorocaba","NUMERO INDICADO NAO LOCALIZADO (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20448500","SOD1004110011","AMZB773604632tx","6856","Czc7Nx96c","Sorocaba","NUMERO INDICADO NAO LOCALIZADO (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20451512","2p100009442292","TXAS734910789tx","2831134","7311811180","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20451512","2p100009442292","TXAS734912231tx","2831499","7311940545","Sorocaba","EM ROTA (CAF: 20086705) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20451512","2p100009442292","TXAS734923873tx","2831077","7311822381","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20449770","SOD1267884","AMZB773541528tx","5838888","B7CTGFzJm","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20453140","SOD1004110031","TXAS734934128tx","3457206","MSV-787547","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS734931058tx","3457183","VTX-6090362","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20451512","2p100009442292","TXAS734934615tx","2831200","7311788806","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20451512","2p100009442292","TXAS734931876tx","1116426","7311788788","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS734939408tx","3457088","VTX-6092014","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20453140","SOD1004110031","TXAS734936461tx","3456633","ANY-252940364","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS734940133tx","3457082","MSV-786985","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452329","SOD1004110021","TXAS734942766tx","3457361","VTX-6091431","Votorantim","EM ROTA (CAF: 20086377) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20453140","SOD1004110031","TXAS734945066tx","3456934","MSV-787075","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452329","SOD1004110021","TXAS734941198tx","3456586","VTX-6090548","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","WEPI105036388tx","12751642","VTX-32461611","Ibiúna","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448837","CA20448837","TXAR101630887TX","159800497","YKyx1kxr2TzmgZG0radE","Alumínio","EM ROTA (CAF: 20084481) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448837","CA20448837","TXAR101631083TX","164754432","lcfcb80ilpXNWnoI2ojk","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448837","CA20448837","TXAR101631497TX","383437605","hCFfwPk6mxvG550HYWET","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
